4192.435059,2134.493896,2505.145656,3.024700933,0.325041951,0,4,4,2,2
4185.983398,2131.419678,2503.665917,3.014106882,0.324995287,0.002172809,4,4,2,2
3950.787842,2270.498169,2449.721982,3.165830555,0.253425597,0.01027146,3,4,1,2
4050.712646,2220.307739,2472.640515,3.133348096,0.28526098,0.01027146,4,4,2,2
4069.998047,2230.624146,2477.063772,3.16836321,0.285330995,0.01027146,4,4,2,2
4070.194824,2240.055298,2477.108905,3.188857552,0.282751539,0.01027146,4,4,2,2
4174.996338,2139.894043,2501.145949,3.027844032,0.321843167,0.01027146,4,4,2,2
4023.415039,2208.236328,2466.379596,3.089582565,0.284454695,0.02054292,4,4,2,2
3936.417725,2297.259155,2446.426084,3.206413209,0.241759276,0.03081438,3,4,1,2
3965.859863,2270.284058,2453.178868,3.176910003,0.256276693,0.03081438,4,4,2,2
3987.700684,2261.916016,2458.18823,3.176425053,0.262817323,0.03081438,4,4,2,2
4132.374268,2147.676514,2491.370245,3.022182704,0.314966567,0.03081438,4,4,2,2
4031.977051,2251.528809,2468.34336,3.186891078,0.273434571,0.0513573,4,4,2,2
4105.219238,2238.152466,2485.142027,3.208128126,0.288519986,0.0513573,4,4,2,2
4331.419678,2270.581055,2537.022862,3.428290966,0.310536973,0.0513573,4,3,2,1
3980.532959,2264.942749,2456.544257,3.177239204,0.260610345,0.052090976,3,4,1,2
4136.178711,2265.690796,2492.242824,3.289627372,0.285656874,0.052090976,4,4,2,2
4154.591064,2279.156494,2496.46584,3.332122817,0.284745439,0.052090976,4,4,2,2
4271.508545,2303.016724,2523.281776,3.466485615,0.295088575,0.052090976,4,3,2,1
4279.168213,2287.635376,2525.038581,3.435488414,0.299920721,0.052090976,4,4,2,2
3979.290039,2263.433228,2456.259183,3.17326837,0.260861086,0.058327219,4,4,2,2
3958.510742,2260.155762,2451.493289,3.151190716,0.258163968,0.064563463,4,4,2,2
4024.865234,2212.147339,2466.71221,3.098849992,0.283583055,0.064563463,4,4,2,2
4042.416748,2218.585205,2470.737786,3.12417392,0.284476978,0.064563463,4,4,2,2
4117.768555,2253.726074,2488.020311,3.250749244,0.2861668,0.064563463,4,4,2,2
4168.440674,2291.410156,2499.642356,3.369033827,0.283488061,0.064563463,4,4,2,2
4279.587158,2278.608765,2525.134669,3.414469063,0.302174284,0.064563463,4,4,2,2
3980.666504,2261.615723,2456.574886,3.170618659,0.261671748,0.069060754,4,4,2,2
3983.848389,2270.45459,2457.304676,3.190834842,0.25947538,0.070799707,4,4,2,2
4060.770752,2226.527344,2474.94742,3.15338853,0.285066034,0.070799707,4,4,2,2
4259.169922,2318.75415,2520.451817,3.494615201,0.289381866,0.070799707,4,3,2,1
4287.203125,2292.720703,2526.881451,3.452784631,0.299727541,0.071037022,4,3,2,1
4221.885742,2319.030273,2511.9004,3.468933848,0.283957863,0.07190022,4,3,2,1
3946.645996,2251.060059,2448.772017,3.124240656,0.258902122,0.07703595,4,4,2,2
3987.394531,2257.314453,2458.118012,3.166844081,0.264182669,0.07703595,4,4,2,2
4040.667969,2225.495361,2470.33669,3.137772687,0.28227728,0.07703595,4,4,2,2
4077.337402,2229.474976,2478.747111,3.170739042,0.286746748,0.07703595,4,4,2,2
4163.123291,2242.678833,2498.422773,3.25606794,0.295577403,0.07703595,4,4,2,2
4193.450928,2237.207886,2505.378653,3.26299256,0.30106811,0.07703595,4,4,2,2
4132.46875,2343.120728,2491.391915,3.455376174,0.263089009,0.08217168,2,4,0,2
4017.565918,2279.807129,2465.038055,3.235116588,0.262525324,0.083272194,4,4,2,2
4075.011719,2229.635376,2478.213697,3.169548544,0.286355377,0.083272194,4,4,2,2
4102.259277,2159.739502,2484.463137,3.032229415,0.308268125,0.083272194,4,4,2,2
4221.168213,2230.349121,2511.735829,3.264438808,0.306347977,0.083272194,4,4,2,2
4117.624512,2234.510132,2487.987273,3.208244078,0.291292399,0.089508437,4,4,2,2
4211.830811,2250.788086,2509.594223,3.30590303,0.300131838,0.09244314,4,3,2,1
4235.770996,2220.959595,2515.085091,3.251418023,0.310414877,0.095744681,4,4,2,2
4175.814453,2141.018433,2501.33359,3.030888949,0.321683903,0.101980924,4,4,2,2
4219.657959,2117.756592,2511.38944,2.999771637,0.331656001,0.101980924,4,4,2,2
4155.487305,2265.363892,2496.6714,3.301991172,0.288571667,0.102912128,4,4,2,2
4040.902344,2293.761475,2470.390446,3.281386239,0.262307752,0.11298606,4,4,2,2
4096.844727,2279.888062,2483.221268,3.293188765,0.275687092,0.11298606,4,4,2,2
4216.424805,2099.638184,2510.647891,2.955487007,0.33513237,0.120689655,3,4,1,2
4061.656738,2229.186523,2475.150628,3.159707281,0.284465383,0.13352898,3,4,1,2
4047.722168,2221.954346,2471.954626,3.13490311,0.284349939,0.14380044,3,4,1,2
4053.242432,2219.111084,2473.220741,3.132442085,0.285973708,0.1540719,4,4,2,2
4069.88916,2221.000488,2477.038798,3.147444597,0.287946969,0.1540719,4,4,2,2
4202.445068,2267.860229,2507.441529,3.338987307,0.294557628,0.17461482,4,3,2,1
4200.514648,2241.19104,2506.998772,3.276605223,0.30101483,0.18488628,3,3,1,1
4206.491211,2224.015625,2508.369544,3.240721519,0.306004069,0.19515774,3,3,1,1
4209.888184,2215.324707,2509.148666,3.222653315,0.30852618,0.19515774,3,3,1,1
4333.481201,2260.757935,2537.495688,3.405791508,0.313029919,0.38216644,3,3,1,1
4278.771484,2256.324463,2524.947588,3.36121087,0.307405453,0.394193481,3,4,1,2
4299.453857,2257.966064,2529.691252,3.378022628,0.309574527,0.394193481,3,3,1,1
4069.508789,2283.110962,2476.951557,3.280349664,0.27033596,0.406220522,3,4,1,2
4089.391357,2280.430298,2481.511779,3.289020489,0.274343879,0.418247563,3,4,1,2
4162.369873,2377.662964,2498.249971,3.552939104,0.257828096,0.418247563,3,4,1,2
4281.629639,2254.924805,2525.603128,3.359675061,0.308091263,0.418247563,3,4,1,2
4338.772949,2368.835693,2538.709392,3.668732546,0.287665887,0.418247563,3,3,1,1
4116.362061,2284.888916,2487.69772,3.317917575,0.277343809,0.442301646,3,4,1,2
4201.104492,2379.77832,2507.134058,3.588738861,0.263750376,0.442301646,3,3,1,1
4330.138672,2371.879395,2536.729053,3.669605549,0.285671748,0.450712448,3,3,1,1
4228.9104,2298.487549,2513.51156,3.426952589,0.290365974,0.462346714,3,3,1,1
3994.571289,2342.810669,2459.764057,3.342396008,0.23782734,0.466355728,3,3,1,1
3996.037109,2355.009888,2460.100254,3.367124139,0.233930948,0.466355728,3,4,1,2
4003.993896,2372.550903,2461.925206,3.407592315,0.229452351,0.466355728,3,4,1,2
4015.324951,2393.112549,2464.524071,3.45674441,0.224554056,0.466355728,3,3,1,1
4092.309326,2381.884277,2482.181038,3.503218031,0.24383394,0.466355728,3,4,1,2
4099.529297,2383.87793,2483.836995,3.51344781,0.244550128,0.466355728,3,4,1,2
4103.669678,2376.864502,2484.786623,3.502645285,0.247579451,0.466355728,3,4,1,2
4130.508057,2369.700439,2490.942215,3.510075866,0.254688614,0.466355728,3,4,1,2
4138.330322,2293.472412,2492.736312,3.352310597,0.27835323,0.466355728,3,4,1,2
4245.193848,2385.476196,2517.246295,3.636283809,0.269263793,0.466355728,3,3,1,1
4283.376953,2388.441162,2526.003888,3.672781529,0.274388932,0.466355728,3,3,1,1
4369.321045,2275.604004,2545.715836,3.464131306,0.313896171,0.49040981,4,3,2,1
4173.233154,2410.000488,2500.741549,3.630613173,0.249818395,0.492807092,3,4,1,2
4542.503662,2622.637329,2585.43662,4.445782719,0.249993818,0.501100514,3,3,1,1
4184.161133,2422.694336,2503.247966,3.66678643,0.247827349,0.514463893,3,4,1,2
4195.333496,2432.911133,2505.810435,3.698082977,0.246654046,0.514463893,3,4,1,2
4200.487793,2439.576172,2506.992613,3.716681195,0.24549932,0.514463893,3,3,1,1
